name|phone num|rating|primary industry|genre|url|city|zipcode|state|address|borough|country|address remark
Pi Shop|||restaurant|Pizza|/biz/pi-shop-new-york|Clinton Hill|11205|NY|249 Ryerson StNew York, NY 11205|Brooklyn|US|
El Asdero Restaurant|(718) 366-0999|4.0 star rating|restaurant|Spanish|/biz/el-asdero-restaurant-brooklyn|Bushwick|11237|NY|1513 Myrtle AveBrooklyn, NY 11237|Brooklyn|US|
El Paisa Deli|(718) 366-6175||restaurant|DelisSandwiches|/biz/el-paisa-deli-brooklyn|Bushwick|11237|NY|266 Bleecker StBrooklyn, NY 11237|Brooklyn|US|
Priscilapizzeria Restaurant|(718) 455-2244||restaurant|Pizza|/biz/priscilapizzeria-restaurant-brooklyn|Bushwick|11221|NY|340 Wilson AveBrooklyn, NY 11221|Brooklyn|US|
M & J Broadway Deli|(718) 443-5306|5.0 star rating|restaurant|DelisSandwiches|/biz/m-and-j-broadway-deli-brooklyn|Bedford Stuyvesant, Bushwick|11221|NY|954 BroadwayBrooklyn, NY 11221|Brooklyn|US|
J & C Deli|(718) 574-1052||restaurant|DelisSandwiches|/biz/j-and-c-deli-brooklyn|Bushwick|11221|NY|372 Central AveBrooklyn, NY 11221|Brooklyn|US|
Popeye’s Fried Chicken|(718) 381-9681||restaurant|Restaurants|/biz/popeyes-fried-chicken-brooklyn|Bushwick|11237|NY|1465 Myrtle AvenueBrooklyn, NY 11237|Brooklyn|US|
Wong Lm Restaurant|(718) 386-1858||restaurant|Restaurants|/biz/wong-lm-restaurant-ridgewood|Bushwick|11385|NY|325 Wyckoff AvenueRidgewood, NY 11385|Brooklyn|US|
C & G Restaurant|(718) 783-9138||restaurant|Restaurants|/biz/c-and-g-restaurant-brooklyn|Clinton Hill|11205|NY|497 Myrtle AvenueBrooklyn, NY 11205|Brooklyn|US|
Shan Ghai Restaurant|(718) 821-7007||restaurant|Chinese|/biz/shan-ghai-restaurant-brooklyn|Bushwick|11237|NY|249 Irving AveBrooklyn, NY 11237|Brooklyn|US|
Great Wall Chinese Restaurant|(718) 858-1975||restaurant|Chinese|/biz/great-wall-chinese-restaurant-brooklyn-3|Cobble Hill|11201|NY|205 Court StBrooklyn, NY 11201|Brooklyn|US|
Cuba|||restaurant|Cuban|/biz/cuba-flushing|Bushwick, Ridgewood|11385|NY|9-15 Wyckoff AveFlushing, NY 11385|Brooklyn|US|
Frittering Away|(347) 388-5411||restaurant|American (Traditional)|/biz/frittering-away-bushwick|Bushwick|11237|NY|243 Irving Ave 2RBushwick, NY 11237|Brooklyn|US|
La Guancha No I Restaurant & Bar|(718) 628-0160|3.5 star rating|restaurant|Chinese|/biz/la-guancha-no-i-restaurant-and-bar-brooklyn|East Williamsburg, Bushwick|11237|NY|1045 Flushing AveBrooklyn, NY 11237|Brooklyn|US|
First Prince Corporation|(718) 366-1991||restaurant|Restaurants|/biz/first-prince-corporation-brooklyn|Bushwick|11237|NY|1581 Myrtle AvenueBrooklyn, NY 11237|Brooklyn|US|
El Ensueno Restaurant & Bar|(718) 366-7428|4.5 star rating|restaurant|Restaurants|/biz/el-ensueno-restaurant-and-bar-brooklyn|Bushwick|11237|NY|98 Wyckoff AveBrooklyn, NY 11237|Brooklyn|US|
Crown Fried Chicken|(718) 257-0001|3.0 star rating|restaurant|Chinese|/biz/crown-fried-chicken-brooklyn-44|East Williamsburg, Bushwick|11206|NY|801 Flushing AveBrooklyn, NY 11206|Brooklyn|US|
New York Pizza and Chicken|(718) 456-1930||restaurant|Pizza|/biz/new-york-pizza-and-chicken-brooklyn|Bushwick|11237|NY|1485 Myrtle AvenueBrooklyn, NY 11237|Brooklyn|US|
Alfonso Fierro|||restaurant|American (New)|/biz/alfonso-fierro-brooklyn|Bushwick|11237|NY|339 Grove StBrooklyn, NY 11237|Brooklyn|US|
Esmeralda’s Restaurant|||restaurant|Latin AmericanSeafood|/biz/esmeraldas-restaurant-brooklyn-2|Bushwick|11237|NY|1497 Myrtle AveBrooklyn, NY 11237|Brooklyn|US|
El Nuevo Caribe|(718) 574-9553||restaurant|Restaurants|/biz/el-nuevo-caribe-brooklyn|Bushwick|11237|NY|338 Knickerbocker AvenueBrooklyn, NY 11237|Brooklyn|US|
Maria La Maginba|(718) 497-9776||restaurant|Restaurants|/biz/maria-la-maginba-brooklyn|Bushwick|11237|NY|283 Wyckoff AvenueBrooklyn, NY 11237|Brooklyn|US|
United Wykcoff Corporation|(718) 497-4489||restaurant|Restaurants|/biz/united-wykcoff-corporation-brooklyn|Bushwick|11237|NY|211 Wyckoff AvenueBrooklyn, NY 11237|Brooklyn|US|
Plaza Buena Vista Grocery & Deli Inc|(718) 497-7445|3.5 star rating|restaurant|DelisSandwiches|/biz/plaza-buena-vista-grocery-and-deli-inc-brooklyn|East Williamsburg, Bushwick|11237|NY|1050 Flushing AveBrooklyn, NY 11237|Brooklyn|US|
La Kalle|(718) 418-0394||restaurant|Latin American|/biz/la-kalle-brooklyn|Bushwick|11237|NY|214 Knickerbocker AveBrooklyn, NY 11237|Brooklyn|US|
Buena Vista Deli Grocery|(718) 628-1969||restaurant|DelisSandwiches|/biz/buena-vista-deli-grocery-ridgewood|Bushwick, Ridgewood|11385|NY|1050 Wyckoff AvenueRidgewood, NY 11385|Brooklyn|US|
Myrtle Avenue Deli and Grocery|(718) 381-3002||restaurant|GroceryDelisSandwiches|/biz/myrtle-avenue-deli-and-grocery-brooklyn|Bushwick|11237|NY|1513 Myrtle AvenueBrooklyn, NY 11237|Brooklyn|US|
Brooklyn Pizza Works|(718) 243-2522||restaurant|Pizza|/biz/brooklyn-pizza-works-brooklyn|Cobble Hill|11201|NY|393 Henry StreetBrooklyn, NY 11201|Brooklyn|US|
Santiago Grocery & Deli|(718) 453-4084||restaurant|DelisSandwichesGrocery|/biz/santiago-grocery-and-deli-brooklyn|Bushwick|11207|NY|211 Schaefer StBrooklyn, NY 11207|Brooklyn|US|
Molina Deli|(347) 750-6350||restaurant|DelisSandwiches|/biz/molina-deli-brooklyn|Bushwick|11207|NY|601 Central AveBrooklyn, NY 11207|Brooklyn|US|
Peter Pizza|(718) 372-7200||restaurant|Pizza|/biz/peter-pizza-brooklyn-2|Coney Island|11224|NY|1904 Surf AvenueBrooklyn, NY 11224|Brooklyn|US|
Subway|(718) 643-9955|2.0 star rating|restaurant|SandwichesFast Food|/biz/subway-brooklyn-9|Cobble Hill|11201|NY|216 Atlantic AveBrooklyn, NY 11201|Brooklyn|US|
Sunshine Deli & Grocery|(718) 821-8877||restaurant|Delis|/biz/sunshine-deli-and-grocery-brooklyn-4|Bushwick|11237|NY|36 Wilson AveBrooklyn, NY 11237|Brooklyn|US|
China Hong Restaurant|(718) 858-4779||restaurant|Chinese|/biz/china-hong-restaurant-brooklyn|Cobble Hill|11201|NY|187 Smith StreetBrooklyn, NY 11201|Brooklyn|US|
Express Delicatessen|(718) 946-2402||restaurant|DelisSandwiches|/biz/express-delicatessen-brooklyn|Coney Island|11224|NY|2115 Surf AveBrooklyn, NY 11224|Brooklyn|US|
Mejia Deli Grocery|(718) 452-1827||restaurant|DelisSandwiches|/biz/mejia-deli-grocery-brooklyn|Bushwick|11221|NY|479 Central AvenueBrooklyn, NY 11221|Brooklyn|US|
Restaurant Criollito|(718) 372-5839||restaurant|Restaurants|/biz/restaurant-criollito-brooklyn|Coney Island|11224|NY|1902 Mermaid AvenueBrooklyn, NY 11224|Brooklyn|US|
Sunshine Deli|(718) 676-9514||restaurant|DelisSandwiches|/biz/sunshine-deli-brooklyn-3|Coney Island|11224|NY|2120 Mermaid AveBrooklyn, NY 11224|Brooklyn|US|
Daniels Restaurant|(718) 443-9819|4.0 star rating|restaurant|Restaurants|/biz/daniels-restaurant-brooklyn|Bushwick|11237|NY|189 Wilson AveBrooklyn, NY 11237|Brooklyn|US|
Fei Wok Chinese Restaurant|(718) 386-8787||restaurant|Chinese|/biz/fei-wok-chinese-restaurant-brooklyn|Bushwick|11237|NY|274 Troutman StreetBrooklyn, NY 11237|Brooklyn|US|
Al-Robaie Grocery|(718) 333-1093||restaurant|DelisSandwiches|/biz/al-robaie-grocery-brooklyn|Coney Island|11224|NY|2027 Mermaid AveBrooklyn, NY 11224|Brooklyn|US|
Rico Grocery And Deli|(347) 295-0279||restaurant|DelisSandwiches|/biz/rico-grocery-and-deli-brooklyn|Bushwick|11237|NY|201 Irving AveBrooklyn, NY 11237|Brooklyn|US|
Campobello Pizzeria & Restaurant|(718) 624-2361||restaurant|Pizza|/biz/campobello-pizzeria-and-restaurant-brooklyn|Cobble Hill|11201|NY|214 Court StreetBrooklyn, NY 11201|Brooklyn|US|
Saba Deli Grocery Inc|(718) 996-0392||restaurant|DelisSandwiches|/biz/saba-deli-grocery-inc-brooklyn|Coney Island|11224|NY|2321 Mermaid AveBrooklyn, NY 11224|Brooklyn|US|
Wendy’s|(718) 744-0194||restaurant|BurgersFast Food|/biz/wendys-brooklyn-16|Clinton Hill|11238|NY|886 Fulton StreetBrooklyn, NY 11238|Brooklyn|US|
Martinez Deli|(347) 350-5364||restaurant|DelisSandwiches|/biz/martinez-deli-brooklyn|Bushwick|11237|NY|192 Knickerbocker AveBrooklyn, NY 11237|Brooklyn|US|
San Miguel Grocery|(718) 418-2692||restaurant|Delis|/biz/san-miguel-grocery-brooklyn|East Williamsburg, Bushwick|11237|NY|147 Thames StBrooklyn, NY 11237|Brooklyn|US|
Howmay Kitchen|(718) 266-1363|3.0 star rating|restaurant|Chinese|/biz/howmay-kitchen-brooklyn|Coney Island|11224|NY|1526 Neptune AveBrooklyn, NY 11224|Brooklyn|US|
Martinez Deli Corp|(718) 602-2817|3.0 star rating|restaurant|DelisSandwiches|/biz/martinez-deli-corp-brooklyn|Bushwick|11221|NY|1224 Myrtle AveBrooklyn, NY 11221|Brooklyn|US|
Club Sushi|(718) 246-4396|4.0 star rating|restaurant|Sushi Bars|/biz/club-sushi-brooklyn|Cobble Hill, Gowanus|11201|NY|204 Smith StBrooklyn, NY 11201|Brooklyn|US|
Tulcing Deli Grocery Corp|(718) 418-1647||restaurant|Delis|/biz/tulcing-deli-grocery-corp-brooklyn|Bushwick|11237|NY|1537 Dekalb AveBrooklyn, NY 11237|Brooklyn|US|
Hall Street Coffee Shop|(718) 222-3119||restaurant|Restaurants|/biz/hall-street-coffee-shop-brooklyn|Clinton Hill|11205|NY|47 Hall StreetBrooklyn, NY 11205|Brooklyn|US|
Mermaid Plaza Grocery|(718) 265-5178||restaurant|Delis|/biz/mermaid-plaza-grocery-brooklyn|Coney Island|11224|NY|1702 Mermaid AveBrooklyn, NY 11224|Brooklyn|US|
Teteyac Deli & Coffee Shop|(718) 265-0829||restaurant|Restaurants|/biz/teteyac-deli-and-coffee-shop-brooklyn|Coney Island|11224|NY|2803 W 20th StreetBrooklyn, NY 11224|Brooklyn|US|
Wing King Chinese Restaurant|(718) 398-7888||restaurant|Chinese|/biz/wing-king-chinese-restaurant-brooklyn|Clinton Hill|11238|NY|914B Fulton StreetBrooklyn, NY 11238|Brooklyn|US|
Maria Cuchifrito Restaurant|(718) 333-1946||restaurant|Restaurants|/biz/maria-cuchifrito-restaurant-brooklyn|Coney Island|11224|NY|2803 Mermaid AvenueBrooklyn, NY 11224|Brooklyn|US|
Sea Asian|(718) 625-9893|3.5 star rating|restaurant|Asian Fusion|/biz/sea-asian-brooklyn-2|Columbia Street Waterfront District|11201|NY|115 Columbia StBrooklyn, NY 11201|Brooklyn|US|
Fronteras Grocery Corp|(718) 449-9132||restaurant|Delis|/biz/fronteras-grocery-corp-brooklyn|Coney Island|11224|NY|1508 Mermaid AveBrooklyn, NY 11224|Brooklyn|US|
Nosh|(718) 596-2328||restaurant|Restaurants|/biz/nosh-brooklyn|Cobble Hill|11201|NY|214 Atlantic AveBrooklyn, NY 11201|Brooklyn|US|
Bismillah Halal Restaurant Juice Corporation|(718) 230-4074||restaurant|Halal|/biz/bismillah-halal-restaurant-juice-corporation-brooklyn|Clinton Hill|11238|NY|975 Fulton StBrooklyn, NY 11238|Brooklyn|US|
Bbq|||restaurant|Barbeque|/biz/bbq-brooklyn|East Williamsburg, Bushwick|11206|NY|415 Bushwick AveBrooklyn, NY 11206|Brooklyn|US|
Mvmc Lajoya Dorado Restaurant|(718) 381-4865||restaurant|Restaurants|/biz/mvmc-lajoya-dorado-restaurant-brooklyn|Bushwick|11237|NY|132 Wyckoff AvenueBrooklyn, NY 11237|Brooklyn|US|
Sunset Park Deli of Ny|(718) 946-9003||restaurant|Restaurants|/biz/sunset-park-deli-of-ny-brooklyn|Coney Island|11224|NY|2900 Stillwell AvenueBrooklyn, NY 11224|Brooklyn|US|
Te-AMO Deli Express|(347) 881-9640||restaurant|Restaurants|/biz/te-amo-deli-express-ridgewood|Bushwick|11385|NY|793 Wyckoff AvenueRidgewood, NY 11385|Brooklyn|US|
Alsaydi Deli|(718) 372-1530||restaurant|DelisSandwiches|/biz/alsaydi-deli-brooklyn|Coney Island|11224|NY|2929 Surf AveBrooklyn, NY 11224|Brooklyn|US|
Rainbow Deli Supermarket|(718) 455-1531|3.5 star rating|restaurant|DelisSandwiches|/biz/rainbow-deli-supermarket-brooklyn|Bedford Stuyvesant, Bushwick|11207|NY|1717 BroadwayBrooklyn, NY 11207|Brooklyn|US|
Lucky Basket|(718) 266-8299||restaurant|Restaurants|/biz/lucky-basket-brooklyn|Coney Island|11224|NY|2115 Surf AvenueBrooklyn, NY 11224|Brooklyn|US|
Bluenile Restaurant|(718) 230-4074||restaurant|Restaurants|/biz/bluenile-restaurant-brooklyn|Clinton Hill|11238|NY|975 Fulton StreetBrooklyn, NY 11238|Brooklyn|US|
Best Coffee Shop|(718) 333-2880||restaurant|Restaurants|/biz/best-coffee-shop-brooklyn-2|Coney Island|11224|NY|1511 Neptune AvenueBrooklyn, NY 11224|Brooklyn|US|
Mehadrin Dairy Corp|(718) 456-9494||restaurant|Kosher|/biz/mehadrin-dairy-corp-brooklyn|East Williamsburg, Bushwick|11237|NY|30 Morgan AveBrooklyn, NY 11237|Brooklyn|US|
Canario Restaurant Lcc|(718) 602-0006|3.0 star rating|restaurant|Restaurants|/biz/canario-restaurant-lcc-brooklyn|Bedford Stuyvesant, Bushwick|11221|NY|1062 BroadwayBrooklyn, NY 11221|Brooklyn|US|
American Deli & Grocery|(718) 789-8630||restaurant|Restaurants|/biz/american-deli-and-grocery-brooklyn|Clinton Hill|11238|NY|907 Fulton StreetBrooklyn, NY 11238|Brooklyn|US|
Boardwalk Foods|(718) 372-2925||restaurant|Restaurants|/biz/boardwalk-foods-brooklyn|Coney Island|11224|NY|1025 Boardwalk WBrooklyn, NY 11224|Brooklyn|US|
Prb Restaurant|(718) 522-6100|3.0 star rating|restaurant|American (New)|/biz/prb-restaurant-brooklyn|Cobble Hill, Gowanus|11231|NY|247 Smith StBrooklyn, NY 11231|Brooklyn|US|
Gravy|(718) 935-1294|3.0 star rating|restaurant|Sandwiches|/biz/gravy-brooklyn-2|Boerum Hill, Cobble Hill|11201|NY|102 Smith StBrooklyn, NY 11201|Brooklyn|US|
Caffe Buon Gusto|(718) 624-3838|4.0 star rating|restaurant|ItalianCafes|/biz/caffe-buon-gusto-brooklyn-3|Clinton Hill|11238|NY|129 Gates AveBrooklyn, NY 11238|Brooklyn|US|
Genao Restaurant|(800) 371-9670|3.5 star rating|restaurant|Restaurants|/biz/genao-restaurant-brooklyn-2|Bushwick|11221|NY|733 Knickerbocker AveBrooklyn, NY 11221|Brooklyn|US|
Espinal Deli & Grocery|(718) 928-7693||restaurant|DelisSandwiches|/biz/espinal-deli-and-grocery-brooklyn|Bushwick|11237|NY|209 Wilson AveBrooklyn, NY 11237|Brooklyn|US|
Pica Pollo Restaurant|(718) 443-4707||restaurant|Restaurants|/biz/pica-pollo-restaurant-brooklyn|Bushwick|11207|NY|856 Knickerbocker AvenueBrooklyn, NY 11207|Brooklyn|US|
Subway|(718) 266-8400||restaurant|Fast FoodSandwiches|/biz/subway-brooklyn-58|Coney Island|11224|NY|2827 Mermaid AveBrooklyn, NY 11224|Brooklyn|US|
Los Tigres Del Norte|(718) 628-5709||restaurant|Restaurants|/biz/los-tigres-del-norte-brooklyn|Bushwick|11237|NY|252 Knickerbocker AvenueBrooklyn, NY 11237|Brooklyn|US|
Michelles Restaurant|(347) 404-6375||restaurant|Mexican|/biz/michelles-restaurant-brooklyn|Bushwick|11207|NY|534 Wilson AveBrooklyn, NY 11207|Brooklyn|US|
La Delicia China Restaurant Inc|(718) 452-0245|1.5 star rating|restaurant|Chinese|/biz/la-delicia-china-restaurant-inc-brooklyn|Bedford Stuyvesant, Bushwick|11206|NY|920 BroadwayBrooklyn, NY 11206|Brooklyn|US|
Harvest Market|(718) 923-9077||restaurant|Restaurants|/biz/harvest-market-brooklyn|Cobble Hill|11201|NY|242 Court StreetBrooklyn, NY 11201|Brooklyn|US|
Stop One|(718) 946-5786|4.5 star rating|restaurant|Delis|/biz/stop-one-brooklyn-2|Coney Island|11224|NY|3030 Mermaid AveBrooklyn, NY 11224|Brooklyn|US|
Joy’s Garden|(718) 373-2006||restaurant|Restaurants|/biz/joys-garden-brooklyn|Coney Island|11224|NY|2311 Mermaid AvenueBrooklyn, NY 11224|Brooklyn|US|
Evergreen Kitchen|(718) 452-3953||restaurant|Restaurants|/biz/evergreen-kitchen-brooklyn|Bushwick|11207|NY|667 Evergreen AvenueBrooklyn, NY 11207|Brooklyn|US|
Golden House|(718) 388-9696||restaurant|Chinese|/biz/golden-house-brooklyn|East Williamsburg, Bushwick|11206|NY|793 Flushing AveBrooklyn, NY 11206|Brooklyn|US|
Ocean Source Trading|(718) 789-3868||restaurant|Seafood|/biz/ocean-source-trading-brooklyn|Clinton Hill|11205|NY|105 Steuben StBrooklyn, NY 11205|Brooklyn|US|
Carmen Diana Restaurant|(718) 628-3953||restaurant|Restaurants|/biz/carmen-diana-restaurant-brooklyn|Bushwick|11221|NY|733 Knickerbocker AvenueBrooklyn, NY 11221|Brooklyn|US|
Tont’s Too Deli & Coffee Shop|(718) 386-7925||restaurant|DelisSandwiches|/biz/tonts-too-deli-and-coffee-shop-ridgewood|Bushwick, Ridgewood|11385|NY|1069 Wyckoff AvenueRidgewood, NY 11385|Brooklyn|US|
Grill House|(718) 265-0347|4.0 star rating|restaurant|American (Traditional)|/biz/grill-house-brooklyn|Coney Island|11224|NY|3070 Stillwell AveBrooklyn, NY 11224|Brooklyn|US|
Newwah Yung Chinese Restaurant|(718) 443-3032||restaurant|Chinese|/biz/newwah-yung-chinese-restaurant-brooklyn|Bushwick|11207|NY|1337 Bushwick AvenueBrooklyn, NY 11207|Brooklyn|US|
Happy Garden|(718) 602-3800||restaurant|Restaurants|/biz/happy-garden-brooklyn-4|Bushwick|11237|NY|188 Wilson AvenueBrooklyn, NY 11237|Brooklyn|US|
A K Fried Chicken Corporation|(718) 373-2144||restaurant|Chicken Wings|/biz/a-k-fried-chicken-corporation-brooklyn|Coney Island|11224|NY|2325 Mermaid AveBrooklyn, NY 11224|Brooklyn|US|
Depasquale Restaurant|(718) 946-0075|3.0 star rating|restaurant|Pizza|/biz/depasquale-restaurant-brooklyn|Bath Beach, Coney Island|11214|NY|2811 Cropsey AveBrooklyn, NY 11214|Brooklyn|US|
Wyckoff Fast Food|(347) 442-0687|2.5 star rating|restaurant|Fast Food|/biz/wyckoff-fast-food-brooklyn|Bushwick|11237|NY|108 Wyckoff AveBrooklyn, NY 11237|Brooklyn|US|
Orocovis the Family Restaurant|(718) 821-3232||restaurant|Restaurants|/biz/orocovis-the-family-restaurant-brooklyn|Bushwick|11237|NY|24 Irving AvenueBrooklyn, NY 11237|Brooklyn|US|
Square Bark Deli|(347) 529-0573||restaurant|DelisSandwiches|/biz/square-bark-deli-brooklyn|Bushwick|11207|NY|532 Wilson AveBrooklyn, NY 11207|Brooklyn|US|
Paredes Deli 2000|(718) 418-8430||restaurant|Delis|/biz/paredes-deli-2000-brooklyn|Bushwick|11237|NY|43 Wilson AveBrooklyn, NY 11237|Brooklyn|US|
Joloff Restaurant|(718) 636-4011||restaurant|SeafoodAfrican|/biz/joloff-restaurant-brooklyn-2|Clinton Hill|11238|NY|930 Fulton StBrooklyn, NY 11238|Brooklyn|US|
Green Province Restaurant|(718) 246-9837||restaurant|Restaurants|/biz/green-province-restaurant-brooklyn|Cobble Hill|11201|NY|172 Atlantic AvenueBrooklyn, NY 11201|Brooklyn|US|
Cana Y Cafe|||restaurant|Puerto Rican|/biz/cana-y-cafe-brooklyn|Bushwick|11207|NY|856 Knickerbocker AveBrooklyn, NY 11207|Brooklyn|US|
Rong Cheng Chinese Restaurant|(718) 366-4875||restaurant|Restaurants|/biz/rong-cheng-chinese-restaurant-brooklyn|Bushwick|11237|NY|1329 Halsey StreetBrooklyn, NY 11237|Brooklyn|US|
Acadia Parish Cajun Cafe|(718) 624-5154||restaurant|Restaurants|/biz/acadia-parish-cajun-cafe-brooklyn|Cobble Hill|11201|NY|148 Atlantic AvenueBrooklyn, NY 11201|Brooklyn|US|
Hop Wong Chinese Restaurant|(718) 372-5719||restaurant|Chinese|/biz/hop-wong-chinese-restaurant-brooklyn|Coney Island|11224|NY|2724 Mermaid AveBrooklyn, NY 11224|Brooklyn|US|
Double Dragon|(718) 373-8988||restaurant|Chinese|/biz/double-dragon-brooklyn|Coney Island|11224|NY|3214 Mermaid AveBrooklyn, NY 11224|Brooklyn|US|
Peking Chinese Restaurant|(718) 919-2542||restaurant|Chinese|/biz/peking-chinese-restaurant-brooklyn-3|Bushwick|11221|NY|714 Knickerbocker AveBrooklyn, NY 11221|Brooklyn|US|
La Villita Restaurant|(718) 628-9741|2.5 star rating|restaurant|Restaurants|/biz/la-villita-restaurant-brooklyn|Bushwick|11237|NY|889 Hart StBrooklyn, NY 11237|Brooklyn|US|
Luna Grill|(718) 513-6491|2.5 star rating|restaurant|American (Traditional)|/biz/luna-grill-brooklyn|Coney Island|11224|NY|1315 Surf AveBrooklyn, NY 11224|Brooklyn|US|
Mc Donalds|(718) 456-7287||restaurant|Restaurants|/biz/mc-donalds-ridgewood|Bushwick|11385|NY|5404 Myrtle AvenueRidgewood, NY 11385|Brooklyn|US|
Classic Heros Sandwich Shop|(646) 200-5908||restaurant|Sandwiches|/biz/classic-heros-sandwich-shop-brooklyn|Coney Island|11224|NY|1410 Neptune AveBrooklyn, NY 11224|Brooklyn|US|
Mendoza Deli|(347) 365-8957||restaurant|Delis|/biz/mendoza-deli-brooklyn|Bushwick|11221|NY|473 Wilson AveBrooklyn, NY 11221|Brooklyn|US|
Grandmother House Coffee Shop|(718) 443-0127||restaurant|Coffee & TeaMexicanBreakfast & Brunch|/biz/grandmother-house-coffee-shop-bushwick|Bushwick|11237|NY|214 Stanhope StBushwick, NY 11237|Brooklyn|US|
Marty’s Vegan Fast Foods|(718) 819-3299||restaurant|Street VendorsFast FoodVegan|/biz/martys-vegan-fast-foods-bushwick|Bushwick|11237|NY|49 Wyckoff AveBushwick, NY 11237|Brooklyn|US|
TAQUERIA JIMMY EXPRESS|(347) 365-4077||restaurant|Mexican|/biz/taqueria-jimmy-express-bushwick|Bushwick|11237|NY|276 Knickerbocker AveBushwick, NY 11237|Brooklyn|US|
West 8th Street Pizza and Bagel Corp|(718) 265-3338|1.0 star rating|restaurant|Pizza|/biz/west-8th-street-pizza-and-bagel-corp-brooklyn|Coney Island|11224|NY|2875 W 8th StBrooklyn, NY 11224|Brooklyn|US|
