name|phone num|rating|primary industry|genre|url|city|zipcode|state|address|borough|country|address remark
Mako New York - Temp. CLOSED|(212) 658-0938|2.5 star rating|restaurant|American (New)Lounges|/biz/mako-new-york-new-york|Hell's Kitchen, Midtown West|10018|NY|459 12th AveNew York, NY 10018|Manhattan|US|
Bread Market Cafe|(212) 957-5677|3.0 star rating|restaurant|Sandwiches|/biz/bread-market-cafe-new-york-4|Theater District, Midtown West|10019|NY|1290 Ave of the AmericasNew York, NY 10019|Manhattan|US|
Bombay Express|(212) 977-3098|2.5 star rating|restaurant|Indian|/biz/bombay-express-new-york|Theater District, Hell's Kitchen, Midtown West|10019|NY|764 9th AveNew York, NY 10019|Manhattan|US|
Applebee’s|(212) 262-2400|2.0 star rating|restaurant|American (Traditional)Sports BarsSteakhouses|/biz/applebees-new-york-5|Theater District, Midtown West|10019|NY|205 W 50th StNew York, NY 10019|Manhattan|US|
Cafe Metro|(212) 398-8788|2.5 star rating|restaurant|SandwichesSalad|/biz/cafe-metro-new-york-18|Midtown West|10018|NY|530 7th AveNew York, NY 10018|Manhattan|US|
Zaro’s Bakery|(212) 575-7031|2.5 star rating|restaurant|KosherBakeries|/biz/zaros-bakery-new-york|Midtown West|10018|NY|501 7th AveNew York, NY 10018|Manhattan|US|
Osaka|(212) 629-9708|2.0 star rating|restaurant|JapaneseSushi Bars|/biz/osaka-new-york|Hell's Kitchen, Midtown West|10018|NY|535 8th AveNew York, NY 10018|Manhattan|US|
Applebee’s|(212) 391-7414|2.0 star rating|restaurant|American (Traditional)BurgersSports Bars|/biz/applebees-new-york|Theater District, Midtown West|10036|NY|234 W 42nd StNew York, NY 10036|Manhattan|US|
Appetito Ristorante|(212) 391-5286|2.5 star rating|restaurant|Italian|/biz/appetito-ristorante-new-york|Midtown West|10018|NY|47 W 39th StNew York, NY 10018|Manhattan|US|
Village 38|(212) 244-7800|2.5 star rating|restaurant|Delis|/biz/village-38-new-york|Hell's Kitchen, Midtown West|10018|NY|575 8th AveNew York, NY 10018|Manhattan|US|
Maxie’s Delicatessen|(212) 398-1118|2.0 star rating|restaurant|Breakfast & BrunchAmerican (Traditional)Delis|/biz/maxies-delicatessen-new-york-2|Theater District, Midtown West|10019|NY|723 7th AveNew York, NY 10019|Manhattan|US|
Pita Grill|(212) 765-1100|2.5 star rating|restaurant|Middle Eastern|/biz/pita-grill-new-york-4|Theater District, Hell's Kitchen, Midtown West|10019|NY|790 9th AveNew York, NY 10019|Manhattan|US|
Murals On 54|(212) 314-7700|2.0 star rating|restaurant|Breakfast & BrunchVenues & Event Spaces|/biz/murals-on-54-new-york-2|Midtown West|10019|NY|63 W 54th StNew York, NY 10019|Manhattan|US|
Nation Restaurant & Bar|(212) 391-8053|2.5 star rating|restaurant|BarsAmerican (Traditional)|/biz/nation-restaurant-and-bar-new-york|Midtown West|10036|NY|12 W 45th StNew York, NY 10036|Manhattan|US|
Friedman’s|(212) 268-1100|4.5 star rating|restaurant|Breakfast & BrunchGluten-FreeAmerican (New)|/biz/friedmans-new-york-57|Hell's Kitchen, Midtown West|10018|NY|450 10th AveNew York, NY 10018|Manhattan|US|
Curry Dream|(212) 810-4125|2.0 star rating|restaurant|IndianPakistani|/biz/curry-dream-new-york|Midtown West|10018|NY|66 W 39th StNew York, NY 10018|Manhattan|US|
Sofia’s|(212) 719-5799|2.0 star rating|restaurant|Italian|/biz/sofias-new-york-2|Theater District, Midtown West|10036|NY|221 W 46th StNew York, NY 10036|Manhattan|US|
Circa-NY|(212) 244-3730|2.5 star rating|restaurant|Sushi BarsPizzaKosher|/biz/circa-ny-new-york|Koreatown, Midtown West|10001|NY|22 W 33rd StNew York, NY 10001|Manhattan|US|
Yummy Sushi|(212) 459-2100|2.5 star rating|restaurant|Sushi Bars|/biz/yummy-sushi-new-york|Midtown West|10012|NY|30 Rockefeller PlzNew York, NY 10012|Manhattan|US|
Amadeus Pizza|(212) 489-6187|5.0 star rating|restaurant|Pizza|/biz/amadeus-pizza-new-york-2|Theater District, Hell's Kitchen, Midtown West|10019|NY|840 8th AveNew York, NY 10019|Manhattan|US|
Majestic Delicatessen|(212) 581-8249|2.5 star rating|restaurant|DelisAmerican (Traditional)|/biz/majestic-delicatessen-new-york-2|Theater District, Midtown West|10019|NY|200 W 50th StNew York, NY 10019|Manhattan|US|
Royal II Thai Cuisine|(212) 868-3399|2.0 star rating|restaurant|Thai|/biz/royal-ii-thai-cuisine-new-york-2|Hell's Kitchen, Midtown West|10018|NY|318 W 36th StNew York, NY 10018|Manhattan|US|
Lindy’s|(212) 767-8344|1.5 star rating|restaurant|Delis|/biz/lindys-new-york-3|Theater District, Midtown West|10019|NY|825 7th AveNew York, NY 10019|Manhattan|US|
Roxy Diner||2.0 star rating|restaurant|American (Traditional)|/biz/roxy-diner-new-york|Theater District, Midtown West|10019|NY|690 8th AveNew York, NY 10019|Manhattan|US|
Zendo|(212) 465-9645|3.0 star rating|restaurant|LoungesAsian Fusion|/biz/zendo-new-york|Hell's Kitchen, Midtown West|10018|NY|480 Ninth AveNew York, NY 10018|Manhattan|US|
Mendy’s Rock|(212) 262-9600|2.5 star rating|restaurant|DelisKosher|/biz/mendys-rock-new-york-16|Midtown West|10020|NY|37 W 48th StNew York, NY 10020|Manhattan|US|
Korea House||2.5 star rating|restaurant|Korean|/biz/korea-house-new-york|Koreatown, Midtown West|10001|NY|17 W 32nd StNew York, NY 10001|Manhattan|US|
Broadway Joe Steakhouse|(212) 246-6513|2.5 star rating|restaurant|Steakhouses|/biz/broadway-joe-steakhouse-new-york|Theater District, Hell's Kitchen, Midtown West|10036|NY|315 W 46th StNew York, NY 10036|Manhattan|US|
Lime Jungle|(212) 582-5599|2.5 star rating|restaurant|Mexican|/biz/lime-jungle-new-york-2|Theater District, Hell's Kitchen, Midtown West|10036|NY|741 9th AveNew York, NY 10036|Manhattan|US|
Europa Cafe|(212) 695-3939|2.5 star rating|restaurant|SandwichesCaterers|/biz/europa-cafe-new-york-12|Midtown West|10001|NY|11 Penn PlzNew York, NY 10001|Manhattan|US|
Jimmy’s American Grill|(212) 685-1239|2.0 star rating|restaurant|American (Traditional)Bars|/biz/jimmys-american-grill-manhattan|Midtown West|10018|NY|990 6th AveManhattan, NY 10018|Manhattan|US|
Ben Ash Delicatessen|(212) 265-1818|1.5 star rating|restaurant|Delis|/biz/ben-ash-delicatessen-new-york|Midtown West|10019|NY|857 7th AveNew York, NY 10019|Manhattan|US|
Aki Sushi|(212) 262-2888|2.0 star rating|restaurant|Sushi BarsJapaneseAsian Fusion|/biz/aki-sushi-new-york|Theater District, Hell's Kitchen, Midtown West|10019|NY|366 W 52nd StNew York, NY 10019|Manhattan|US|
Hooters|(212) 695-9580|2.5 star rating|restaurant|Chicken WingsSports BarsAmerican (Traditional)|/biz/hooters-new-york-4|Midtown West|10001|NY|155 W 33rd StNew York, NY 10001|Manhattan|US|
Patron Mexican Grill|(212) 586-5005|2.5 star rating|restaurant|Mexican|/biz/patron-mexican-grill-new-york-2|Theater District, Hell's Kitchen, Midtown West|10019|NY|772 9th AveNew York, NY 10019|Manhattan|US|
Greenhouse 36|(212) 243-0800|2.5 star rating|restaurant|American (New)|/biz/greenhouse-36-new-york|Hell's Kitchen, Midtown West|10018|NY|341 W 36th StNew York, NY 10018|Manhattan|US|
City Kitchen||4.0 star rating|restaurant|Food Court|/biz/city-kitchen-new-york|Theater District, Midtown West|10036|NY|700 8th Ave at 44th StNew York, NY 10036|Manhattan|US|
Blaggards Pub|(212) 382-2611|2.5 star rating|restaurant|PubsIrish|/biz/blaggards-pub-new-york-4|Midtown West|10018|NY|8 W 38th StNew York, NY 10018|Manhattan|US|
Fuel Grill and Juice Bar|(212) 840-3835|2.5 star rating|restaurant|Juice Bars & SmoothiesAmerican (Traditional)|/biz/fuel-grill-and-juice-bar-new-york-4|Midtown West|10018|NY|112 W 38th StNew York, NY 10018|Manhattan|US|
Hanami Sushi|(212) 258-2999|2.5 star rating|restaurant|JapaneseSushi Bars|/biz/hanami-sushi-new-york|Hell's Kitchen, Midtown West|10019|NY|857 9th AveNew York, NY 10019|Manhattan|US|
Caffebene|(212) 564-7237|3.0 star rating|restaurant|Coffee & TeaGelatoCafes|/biz/caffebene-new-york-12|Midtown West|10018|NY|485 7th AveNew York, NY 10018|Manhattan|US|
Chipotle Mexican Grill|(212) 354-6760|2.5 star rating|restaurant|MexicanFast Food|/biz/chipotle-mexican-grill-new-york-4|Midtown West|10036|NY|9 W 42nd StNew York, NY 10036|Manhattan|US|
Aki Sushi West|(212) 868-2222|2.5 star rating|restaurant|JapaneseChinese|/biz/aki-sushi-west-new-york-2|Midtown West|10018|NY|128 W 36th StNew York, NY 10018|Manhattan|US|
Deli Plus|(212) 244-5678|3.5 star rating|restaurant|Delis|/biz/deli-plus-new-york|Theater District, Hell's Kitchen, Midtown West|10018|NY|625 8th AveNew York, NY 10018|Manhattan|US|
Horus Too|(212) 956-9661|2.5 star rating|restaurant|Middle EasternHookah BarsMediterranean|/biz/horus-too-new-york|Hell's Kitchen, Midtown West|10036|NY|416 W 46th StNew York, NY 10036|Manhattan|US|
L’Allegria Italian|(212) 265-6777|2.5 star rating|restaurant|Italian|/biz/l-allegria-italian-new-york|Theater District, Hell's Kitchen, Midtown West|10036|NY|623 9th AveNew York, NY 10036|Manhattan|US|
Pax Wholesome Foods|(212) 221-0301|2.5 star rating|restaurant|CaterersSaladSoup|/biz/pax-wholesome-foods-new-york-5|Midtown West|10018|NY|80 W 40th StNew York, NY 10018|Manhattan|US|
Caffe Cielo|(212) 246-9555|3.0 star rating|restaurant|Italian|/biz/caffe-cielo-new-york|Theater District, Hell's Kitchen, Midtown West|10019|NY|881 8th AveNew York, NY 10019|Manhattan|US|
Pret A Manger|(646) 572-0490|3.0 star rating|restaurant|SandwichesCoffee & TeaBreakfast & Brunch|/biz/pret-a-manger-new-york-37|Midtown West|10018|NY|1410 BroadwayNew York, NY 10018|Manhattan|US|
Crown Gourmet Deli|(212) 397-5963|3.0 star rating|restaurant|DelisBuffets|/biz/crown-gourmet-deli-new-york|Theater District, Midtown West|10019|NY|1674 BroadwayNew York, NY 10019|Manhattan|US|
Andrews Coffee Shop|(212) 695-1962|2.5 star rating|restaurant|DinersBurgersAmerican (Traditional)|/biz/andrews-coffee-shop-new-york-11|Midtown West|10018|NY|463 7th AveNew York, NY 10018|Manhattan|US|
Olive Garden Italian Restaurant|(212) 333-3254|3.0 star rating|restaurant|Italian|/biz/olive-garden-italian-restaurant-new-york-5|Theater District, Midtown West|10036|NY|2 Times SqNew York, NY 10036|Manhattan|US|
Brucha Caterer Truck|(845) 206-4468|4.0 star rating|restaurant|Food StandsKosher|/biz/brucha-caterer-truck-new-york|Hell's Kitchen, Chelsea, Midtown West|10011|NY|9th Ave & 33rd StNew York, NY 10011|Manhattan|US|
Sombrero|(212) 586-4853|2.0 star rating|restaurant|Mexican|/biz/sombrero-new-york|Theater District, Hell's Kitchen, Midtown West|10036|NY|303 W 48th StNew York, NY 10036|Manhattan|US|
Kiku Japanese Restaurant|(212) 582-8357|3.0 star rating|restaurant|JapaneseSushi Bars|/biz/kiku-japanese-restaurant-new-york-2|Midtown West|10019|NY|50 W 55th StNew York, NY 10019|Manhattan|US|
Talent 2 Thai Kitchen|(212) 307-1363|3.0 star rating|restaurant|Thai|/biz/talent-2-thai-kitchen-new-york|Theater District, Hell's Kitchen, Midtown West|10036|NY|592 9th AveNew York, NY 10036|Manhattan|US|
Son Ja Jang|(212) 736-0029|3.0 star rating|restaurant|Chinese|/biz/son-ja-jang-new-york|Koreatown, Midtown West|10001|NY|34 W 32nd StNew York, NY 10001|Manhattan|US|
Robert Emmets|(212) 302-9999|2.5 star rating|restaurant|American (New)|/biz/robert-emmets-new-york|Theater District, Midtown West|10036|NY|694 8th AveNew York, NY 10036|Manhattan|US|
Boomer Esiason’s Stadium Grill|(212) 680-0012|2.5 star rating|restaurant|American (New)Venues & Event SpacesAmerican (Traditional)|/biz/boomer-esiasons-stadium-grill-new-york|Theater District, Midtown West|10036|NY|222 W 44th StreetNew York, NY 10036|Manhattan|US|
Empire Steak House - Temp. CLOSED|(212) 582-6900|3.5 star rating|restaurant|Steakhouses|/biz/empire-steak-house-new-york-8|Midtown West|10019|NY|36 W 52nd StNew York, NY 10019|Manhattan|US|
Fusion On 9th|(212) 564-1822|3.5 star rating|restaurant|Asian Fusion|/biz/fusion-on-9th-new-york|Hell's Kitchen, Midtown West|10018|NY|480 9th AveNew York, NY 10018|Manhattan|US|
Da Rosina|(212) 977-7373|3.0 star rating|restaurant|Italian|/biz/da-rosina-new-york|Theater District, Hell's Kitchen, Midtown West|10036|NY|342 W 46th StNew York, NY 10036|Manhattan|US|
810 Deli & Cafe|(212) 541-4136|3.0 star rating|restaurant|Delis|/biz/810-deli-and-cafe-new-york|Theater District, Midtown West|10019|NY|810 7th AveNew York, NY 10019|Manhattan|US|
Pret A Manger|(646) 360-1625|4.0 star rating|restaurant|SandwichesCoffee & TeaBreakfast & Brunch|/biz/pret-a-manger-new-york-33|Midtown West|10018|NY|485 Seventh AvenueNew York, NY 10018|Manhattan|US|
Cafe Hestia|(212) 768-3838|3.0 star rating|restaurant|Cafes|/biz/cafe-hestia-new-york-3|Midtown West|10018|NY|513 7th AveNew York, NY 10018|Manhattan|US|
Kiran Indian Cuisine|(212) 713-0855|2.5 star rating|restaurant|Indian|/biz/kiran-indian-cuisine-new-york|Hell's Kitchen, Midtown West|10019|NY|401 W 53rd StNew York, NY 10019|Manhattan|US|
Park Cafe|(212) 315-4567|2.5 star rating|restaurant|Breakfast & Brunch|/biz/park-cafe-new-york|Midtown West|10019|NY|861 7th AveNew York, NY 10019|Manhattan|US|
Fresh & Co|(212) 253-7374|2.5 star rating|restaurant|Sandwiches|/biz/fresh-and-co-new-york-9|Midtown West|10018|NY|1359 BroadwayNew York, NY 10018|Manhattan|US|
A Canaan|(212) 947-9298|2.5 star rating|restaurant|JapaneseSushi Bars|/biz/a-canaan-new-york|Chelsea, Midtown West|10001|NY|154 W 29th StNew York, NY 10001|Manhattan|US|
Ceci Italian Cuisine|(212) 307-5484|3.0 star rating|restaurant|ItalianGluten-FreeSeafood|/biz/ceci-italian-cuisine-new-york|Midtown West|10036|NY|46 W 46th StNew York, NY 10036|Manhattan|US|
Pulse Restaurant and Bar|(212) 218-8666|3.5 star rating|restaurant|American (Traditional)Seafood|/biz/pulse-restaurant-and-bar-new-york|Midtown West|10111|NY|45 Rockefeller PlzNew York, NY 10111|Manhattan|US|
East & West|(646) 449-7790|3.0 star rating|restaurant|JapaneseTapas/Small PlatesAmerican (New)|/biz/east-and-west-new-york|Hell's Kitchen, Midtown West|10036|NY|570 10th AveNew York, NY 10036|Manhattan|US|
Thailand Restaurant|(212) 957-8818|3.0 star rating|restaurant|Thai|/biz/thailand-restaurant-new-york-2|Hell's Kitchen, Midtown West|10019|NY|856 10th AveNew York, NY 10019|Manhattan|US|
Martinique Café|(212) 244-6523|2.5 star rating|restaurant|Breakfast & BrunchAmerican (Traditional)Gluten-Free|/biz/martinique-cafe-new-york|Koreatown, Midtown West|10001|NY|1260 BroadwayNew York, NY 10001|Manhattan|US|
Cosmic Diner|(212) 333-5888|2.5 star rating|restaurant|Diners|/biz/cosmic-diner-new-york|Theater District, Hell's Kitchen, Midtown West|10019|NY|888 8th AveNew York, NY 10019|Manhattan|US|
Green Rancho|(212) 956-0731|3.0 star rating|restaurant|Mexican|/biz/green-rancho-new-york-36|Theater District, Hell's Kitchen, Midtown West|10019|NY|741 9th AveNew York, NY 10019|Manhattan|US|
Copacabana|(212) 239-2672|3.0 star rating|restaurant|Dance ClubsAmerican (New)|/biz/copacabana-new-york-3|Theater District, Midtown West|10036|NY|268 West 47th StNew York, NY 10036|Manhattan|US|
Yum Yum 3|(212) 956-9415|2.5 star rating|restaurant|Thai|/biz/yum-yum-3-new-york|Theater District, Hell's Kitchen, Midtown West|10036|NY|658 9th AveNew York, NY 10036|Manhattan|US|
Le Pain Quotidien - Rockefeller Center|(646) 462-4165|3.0 star rating|restaurant|Breakfast & BrunchOrganic Stores|/biz/le-pain-quotidien-rockefeller-center-new-york|Theater District, Midtown West|10020|NY|1271 Sixth AveNew York, NY 10020|Manhattan|US|
Pax Wholesome Foods|(212) 967-2820|3.0 star rating|restaurant|DelisSandwichesCaterers|/biz/pax-wholesome-foods-new-york-7|Midtown West|10018|NY|966 6th AveNew York, NY 10018|Manhattan|US|
Colbeh|(212) 354-8181|3.0 star rating|restaurant|Persian/IranianMediterraneanSushi Bars|/biz/colbeh-new-york-3|Midtown West|10018|NY|32 W 39th StNew York, NY 10018|Manhattan|US|
Mi Nidito|(212) 265-0022|3.0 star rating|restaurant|Mexican|/biz/mi-nidito-new-york|Theater District, Hell's Kitchen, Midtown West|10019|NY|789 9th AveNew York, NY 10019|Manhattan|US|
Penn Sushi|(212) 564-5496|3.5 star rating|restaurant|Sushi Bars|/biz/penn-sushi-new-york|Midtown West|10121|NY|2 Penn PlzNew York, NY 10121|Manhattan|US|
Neapolitan Express|(212) 289-4689|3.5 star rating|restaurant|Food TrucksItalianPizza|/biz/neapolitan-express-new-york|Hell's Kitchen, Midtown West|10019|NY|New York, NY 10019|Manhattan|US|
Nanking|(212) 586-3100|2.5 star rating|restaurant|ChineseThaiAsian Fusion|/biz/nanking-new-york|Hell's Kitchen, Midtown West|10019|NY|1634 BroadwayNew York, NY 10019|Manhattan|US|
Galaxy Diner|(212) 586-4885|2.5 star rating|restaurant|DinersAmerican (Traditional)|/biz/galaxy-diner-new-york|Theater District, Hell's Kitchen, Midtown West|10036|NY|665 9th AveNew York, NY 10036|Manhattan|US|
Taki Sushi|(212) 832-6688|2.5 star rating|restaurant|Sushi BarsJapanese|/biz/taki-sushi-new-york|Midtown West|10036|NY|60 W 48th StNew York, NY 10036|Manhattan|US|
Shabu Shabu Kobe|(212) 695-8855|3.0 star rating|restaurant|Japanese|/biz/shabu-shabu-kobe-new-york|Midtown West|10018|NY|3W 36th StNew York, NY 10018|Manhattan|US|
Clinton Bakery Cafe|(212) 586-0947|3.5 star rating|restaurant|Cafes|/biz/clinton-bakery-cafe-new-york|Hell's Kitchen, Midtown West|10019|NY|889 10th AveNew York, NY 10019|Manhattan|US|
Fuji Sushi|(212) 586-9888|3.0 star rating|restaurant|JapaneseSushi Bars|/biz/fuji-sushi-new-york-4|Midtown West|10019|NY|238 W 56th StNew York, NY 10019|Manhattan|US|
Raffaello Kosher Pizza|(212) 575-6550|3.5 star rating|restaurant|SaladPizzaSandwiches|/biz/raffaello-kosher-pizza-new-york|Midtown West|10036|NY|37 W 46th StNew York, NY 10036|Manhattan|US|
Cafe Europa|(212) 869-9830|3.0 star rating|restaurant|SandwichesDessertsModern European|/biz/cafe-europa-new-york-4|Theater District, Midtown West|10036|NY|3 Times SqNew York, NY 10036|Manhattan|US|
Milk ‘N Honey NYC|(212) 764-4400|3.0 star rating|restaurant|PizzaBagelsKosher|/biz/milk-n-honey-nyc-new-york|Midtown West|10036|NY|22 W 45th StNew York, NY 10036|Manhattan|US|
Crossroads American Kitchen & Bar|(212) 704-8834|2.5 star rating|restaurant|American (New)|/biz/crossroads-american-kitchen-and-bar-new-york|Theater District, Midtown West|10036|NY|1535 Broadway (8th Floor)New York, NY 10036|Manhattan|US|
Staghorn Steakhouse|(212) 239-4390|3.0 star rating|restaurant|Steakhouses|/biz/staghorn-steakhouse-new-york|Hell's Kitchen, Midtown West|10018|NY|315 W 36th StNew York, NY 10018|Manhattan|US|
Chef Pho & Peking Roast Duck|(212) 459-3610|3.0 star rating|restaurant|Chinese|/biz/chef-pho-and-peking-roast-duck-new-york|Theater District, Hell's Kitchen, Midtown West|10019|NY|858 8th AveNew York, NY 10019|Manhattan|US|
Aru Sushi|(212) 977-1777|3.0 star rating|restaurant|JapaneseSushi Bars|/biz/aru-sushi-new-york|Theater District, Hell's Kitchen, Midtown West|10036|NY|695 9th AveNew York, NY 10036|Manhattan|US|
Cucina & Co|(212) 868-2388|3.0 star rating|restaurant|SandwichesItalian|/biz/cucina-and-co-new-york|Midtown West|10001|NY|151 W 34th StNew York, NY 10001|Manhattan|US|
Ocha|(212) 581-3198|3.0 star rating|restaurant|Sushi BarsJapanese|/biz/ocha-new-york|Theater District, Hell's Kitchen, Midtown West|10036|NY|350 W 46th StNew York, NY 10036|Manhattan|US|
Panera Bread|(212) 938-6950|3.0 star rating|restaurant|SandwichesSaladSoup|/biz/panera-bread-new-york-8|Midtown West|10018|NY|452 5th AvenueNew York, NY 10018|Manhattan|US|
Shanghai Broadway|(212) 356-0081|3.0 star rating|restaurant|Chinese|/biz/shanghai-broadway-new-york|Midtown West|10018|NY|150 W 36th StNew York, NY 10018|Manhattan|US|
